index,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index
106012,105013,120541,120541,3561170,Matched,Intersection,28736,DEXTER AVE N AND VALLEY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-12-12T00:00:00.000Z,12/12/2011 4:20:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,Y,11346007,,45,Vehicle - Pedalcyclist,12719,0,N,POINT (1268334.096175566 232089.1498577148),9945.0
106014,105015,120815,120815,3383574,Matched,Block,,2ND AVE W BETWEEN W ROY ST AND W OLYMPIC PL,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2011-04-25T00:00:00.000Z,4/25/2011 6:15:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,11115026,,45,Vehicle - Pedalcyclist,30580,0,N,POINT (1264148.667435288 232157.8274257779),8578.0
106045,105046,120265,120265,3331417,Matched,Block,,SW ADMIRAL WAY BETWEEN 57TH AVE SW AND 59TH AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,2,0,0,2011-01-07T00:00:00.000Z,1/7/2011 6:35:00 PM,,00,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Raining,Wet,Dark - Street Lights On,,11007029,,45,Vehicle - Pedalcyclist,28799,0,N,POINT (1252066.404830918 214301.9531034976),22567.0
106068,105069,119416,119416,3559014,Matched,Intersection,26028,20TH AVE NE AND NE RAVENNA WB BV,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-02-08T00:00:00.000Z,2/8/2011 5:30:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,,11039023,,45,Vehicle - Pedalcyclist,32742,0,N,POINT (1277470.848568931 247628.2085616291),4326.0
106073,105074,121365,121365,3466507,Matched,Block,,STONE WAY N BETWEEN N 40TH ST AND N LUCAS PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-08-25T00:00:00.000Z,8/25/2011 1:16:00 PM,Mid-Block (not related to intersection),55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,,11237012,,45,Vehicle - Pedalcyclist,6319,0,N,POINT (1268521.776367769 242809.2760766894),14539.0
106074,105075,121511,121511,3375041,Matched,Block,,24TH AVE NW BETWEEN NW 61ST ST AND NW 62ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-01-18T00:00:00.000Z,1/18/2011 6:00:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,11018025,,45,Vehicle - Pedalcyclist,2126,0,N,POINT (1257525.368100509 249526.6866435707),8607.0
106087,105088,120954,120954,2802591,Matched,Block,,15TH AVE NE BETWEEN COWEN PL NE AND NE 62ND ST,,,2,Injury Collision,Cycles,3,0,1,1,2,0,0,2011-05-20T00:00:00.000Z,5/20/2011 9:30:00 AM,Mid-Block (not related to intersection),55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,11140023,,45,Vehicle - Pedalcyclist,29052,0,N,POINT (1276162.522999585 249003.8042110354),15971.0
106108,105109,119993,119993,3466327,Matched,Intersection,27182,2ND AVE NE AND NE 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-06-23T00:00:00.000Z,6/23/2011 3:26:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11174010,,45,Vehicle - Pedalcyclist,6532,0,N,POINT (1272301.489459634 244814.9838547409),5281.0
106128,105129,119841,119841,3567031,Matched,Block,,49TH AVE S BETWEEN S BARTON ST AND S FLETCHER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-05-31T00:00:00.000Z,5/31/2011 6:30:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11151002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1284609.577856243 193037.0672577322),12624.0
106131,105132,119555,119555,3552864,Matched,Intersection,24297,AURORA AVE N AND N 77TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-09-27T00:00:00.000Z,9/27/2011 9:48:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,11270005,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268221.185583457 253436.5359915793),3379.0
106149,105150,120825,120825,3283030,Matched,Intersection,29761,12TH AVE AND E MADISON ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-03-08T00:00:00.000Z,3/8/2011 9:18:00 AM,At Intersection (intersection related),69,PEDALCYCLIST OVERTURNED IN ROAD,,N,Raining,Wet,Daylight,,11067036,,45,Vehicle - Pedalcyclist,9272,0,N,POINT (1274551.867445946 227089.5945245922),39.0
106247,105248,120001,120001,2904916,Matched,Block,,FREMONT AVE N BETWEEN FREMONT BR AND N 34TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-06-30T00:00:00.000Z,6/30/2011 6:18:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,11181008,,45,Vehicle - Pedalcyclist,8235,0,N,POINT (1266667.734701872 240327.6562341452),13922.0
106249,105250,119999,119999,3565099,Matched,Intersection,27179,4TH AVE NE AND NE 45TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-06-28T00:00:00.000Z,6/28/2011 5:05:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11179006,,45,Vehicle - Pedalcyclist,6559,0,N,POINT (1273093.195316449 244793.776558727),1399.0
106285,105286,120696,120696,3545533,Matched,Block,,M L KING JR WAY S BETWEEN S IRVING ST AND MOUNTAINS TO SOUND TRL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-07-23T00:00:00.000Z,7/23/2011 8:47:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11204033,,45,Vehicle - Pedalcyclist,0,630872,N,POINT (1279156.887866661 218933.6142282486),22838.0
106289,105290,120421,120421,3328068,Matched,Block,,GREENWOOD AVE N BETWEEN N 74TH ST AND N 75TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-11-22T00:00:00.000Z,11/22/2011 4:00:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,N,Raining,Wet,Dark - Street Lights On,,11326026,,45,Vehicle - Pedalcyclist,4467,0,N,POINT (1265546.492652714 252815.0939429402),6459.0
106325,105326,120555,120555,3560906,Matched,Intersection,30355,2ND AVE AND CHERRY ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-10-10T00:00:00.000Z,10/10/2011 12:44:00 PM,At Intersection (intersection related),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Raining,Wet,Daylight,,11283025,,45,Vehicle - Pedalcyclist,12035,0,N,POINT (1270427.74891372 223568.6895609945),2525.0
106333,105334,121248,121248,3466517,Matched,Intersection,26897,STONE WAY N AND N 35TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-10-17T00:00:00.000Z,10/17/2011 2:16:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,11290004,,45,Vehicle - Pedalcyclist,6280,0,N,POINT (1268401.595439643 240536.8288423717),6759.0
106391,105392,120424,120424,3375632,Matched,Intersection,28642,QUEEN ANNE AVE N AND REPUBLICAN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-05-17T00:00:00.000Z,5/17/2011 11:55:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,11137005,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1264765.902891919 231070.5437766761),903.0
106398,105399,120291,120291,3568607,Matched,Block,,SHILSHOLE AVE NW BETWEEN 15TH SB AVE NW AND NW 46TH ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2011-01-26T00:00:00.000Z,1/26/2011 12:48:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,11026005,,45,Vehicle - Pedalcyclist,41891,0,N,POINT (1259971.441319004 245257.8765912056),957.0
106420,105421,119713,119713,3564836,Matched,Intersection,24156,11TH AVE NW AND NW 75TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-04-13T00:00:00.000Z,4/13/2011 7:45:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,11103003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1261831.959336907 253011.1889191419),33.0
106429,105430,119860,119860,3560052,Matched,Intersection,29734,BOYLSTON AVE AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-04-02T00:00:00.000Z,4/2/2011 10:34:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,Y,Overcast,Dry,Dark - Street Lights On,,11092009,,45,Vehicle - Pedalcyclist,10373,0,N,POINT (1272920.548660263 227975.5196454972),6267.0
106492,105493,121533,121533,3287274,Matched,Intersection,24493,NE 65TH ST AND NE RAVENNA EB BV,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-02-08T00:00:00.000Z,2/8/2011 6:54:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dawn,Y,11039001,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1273615.982388973 250085.9043081403),534.0
106507,105508,119863,119863,3562839,Matched,Block,,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2011-12-15T00:00:00.000Z,12/15/2011 8:06:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Dark - No Street Lights,Y,11349036,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268754.095344007 233541.2939871997),21622.0
106521,105522,121393,121393,3374046,Matched,Intersection,352611,M L KING JR WR WAY S AND S CHARLESTOWN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-08-03T00:00:00.000Z,8/3/2011,At Intersection (intersection related),00,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear or Partly Cloudy,Dry,Daylight,,11215002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1279129.670202628 211410.3343485445),4939.0
106548,105549,120295,120295,3383195,Matched,Block,,EASTLAKE AVE E BETWEEN E BOSTON ST AND E LYNN ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2011-05-04T00:00:00.000Z,5/4/2011 1:35:00 PM,,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,N,Clear or Partly Cloudy,Dry,Daylight,,11124019,,45,Vehicle - Pedalcyclist,24751,0,N,POINT (1272477.548147812 236651.0616703928),12728.0
106582,105583,120712,120712,3565371,Matched,Intersection,287169,40TH AVE NE AND BURKE GILMAN TRL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-03-11T00:00:00.000Z,3/11/2011 5:57:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dusk,Y,11070016,,45,Vehicle - Pedalcyclist,0,521972,N,POINT (1282799.440702379 246786.1656807661),3020.0
106588,105589,120709,120709,3560439,Matched,Block,,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-03-08T00:00:00.000Z,3/8/2011 5:37:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,,11067035,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1266349.754541546 227323.0511648357),707.0
106643,105644,121405,121405,2614645,Matched,Intersection,27167,UNIVERSITY WAY NE AND NE PACIFIC ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-09-15T00:00:00.000Z,9/15/2011 9:23:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,11258001,,45,Vehicle - Pedalcyclist,0,522415,N,POINT (1275674.208311081 241847.4433717132),2203.0
106656,105657,119877,119877,3565330,Matched,Block,,N 97TH ST BETWEEN WALLINGFORD AVE N AND COLLEGE WAY N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-01-05T00:00:00.000Z,1/5/2011 8:50:00 AM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Overcast,Wet,Daylight,,11005026,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1270466.205233753 258799.7982050627),10012.0
106662,105663,120163,120163,3377734,Matched,Block,,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-06-17T00:00:00.000Z,6/17/2011 8:26:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11168003,,45,Vehicle - Pedalcyclist,20766,0,N,POINT (1265252.220780417 227935.6119334549),6180.0
106780,105781,121275,121275,3466330,Matched,Block,,NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-07-23T00:00:00.000Z,7/23/2011 5:56:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11204015,,45,Vehicle - Pedalcyclist,6532,0,N,POINT (1272176.522995502 244818.3334227502),18434.0
106865,105866,120597,120597,3566023,Matched,Block,,23RD AVE S BETWEEN S JACKSON ST AND S KING ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-06-03T00:00:00.000Z,6/3/2011 6:25:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11154023,,45,Vehicle - Pedalcyclist,24612,0,N,POINT (1278028.557625502 221802.6852071881),20738.0
106878,105879,121005,121005,3332722,Matched,Intersection,24245,STROUD AVE N AND EAST GREEN LAKE DR N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-09-05T00:00:00.000Z,9/5/2011,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,11248005,,45,Vehicle - Pedalcyclist,7361,0,N,POINT (1270260.463409543 253635.7472557724),11319.0
106911,105912,119612,119612,3561046,Matched,Block,,VIRGINIA ST BETWEEN 6TH AVE AND WESTLAKE AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-11-16T00:00:00.000Z,11/16/2011 7:15:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,11320033,,45,Vehicle - Pedalcyclist,14281,0,N,POINT (1269312.032560572 227819.3482533395),1007.0
106912,105913,119894,119894,3550530,Matched,Intersection,28744,WESTLAKE AVE N AND VALLEY ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-06-20T00:00:00.000Z,6/20/2011 7:45:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Unknown,Unknown,Unknown,Y,11171001,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1269242.945584506 231901.4393935204),3867.0
106920,105921,119604,119604,3562233,Matched,Intersection,29971,4TH AVE AND CHERRY ST,,,2,Injury Collision,Cycles,2,1,1,0,1,0,0,2011-10-04T00:00:00.000Z,10/4/2011 9:46:00 AM,At Intersection (intersection related),64,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,Y,11277002,,45,Vehicle - Pedalcyclist,13337,522725,N,POINT (1270981.961778283 223896.8431613296),6311.0
106937,105938,119748,119748,3552510,Matched,Block,,AURORA AVE N BETWEEN N 89TH ST AND N 90TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2011-10-20T00:00:00.000Z,10/20/2011 7:38:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Dark - Street Lights On,,11293016,,45,Vehicle - Pedalcyclist,16388,0,N,POINT (1268269.133359507 256738.9448909611),6214.0
107049,107050,122286,122286,3373249,Matched,Block,,W GARFIELD ST BETWEEN 1ST AVE W AND 2ND AVE W,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2011-07-31T00:00:00.000Z,7/31/2011 10:08:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,11212020,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1264278.868267417 234820.7800685167),10181.0
107060,107061,121886,121886,3545201,Matched,Intersection,36585,CORLISS AVE N AND N NORTHGATE WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-10-12T00:00:00.000Z,10/12/2011 8:40:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,11285004,,45,Vehicle - Pedalcyclist,0,525659,N,POINT (1271636.107314959 262081.3979524225),14590.0
107061,107062,122151,122151,3564981,Matched,Block,,EAST GREEN LAKE DR N BETWEEN ORIN CT N AND N 77TH ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2011-06-04T00:00:00.000Z,6/4/2011 5:06:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,11155022,,45,Vehicle - Pedalcyclist,7347,0,N,POINT (1270636.055025935 253129.4095272571),1087.0
107123,107124,123696,123696,3567476,Matched,Block,,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-10-31T00:00:00.000Z,10/31/2011 10:55:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,11304017,,45,Vehicle - Pedalcyclist,31245,0,N,POINT (1274051.69016543 227537.2437410504),1145.0
107155,107156,122989,122989,3567944,Matched,Intersection,29894,6TH AVE AND PIKE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-05-18T00:00:00.000Z,5/18/2011 10:57:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11138004,,45,Vehicle - Pedalcyclist,0,521716,N,POINT (1270166.981681451 226537.3270040303),16846.0
107217,107218,122852,122852,3335742,Matched,Block,,M L KING JR WAY S BETWEEN S BAYVIEW S ST AND S MCCLELLAN ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2011-07-17T00:00:00.000Z,7/17/2011 12:24:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,11198022,,45,Vehicle - Pedalcyclist,6643,0,N,POINT (1279381.063738883 214946.4180641621),22089.0
107223,107224,122296,122296,3562385,Matched,Block,,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-08-11T00:00:00.000Z,8/11/2011 11:34:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,11223010,,45,Vehicle - Pedalcyclist,38501,0,N,POINT (1269366.290928632 223473.9461368918),598.0
107252,107253,122998,122998,3466334,Matched,Intersection,26870,STONE WAY N AND N 38TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-09-01T00:00:00.000Z,9/1/2011 1:41:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11244001,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268463.857455701 241734.6945715845),4048.0
107314,107315,123714,123714,3545903,Matched,Intersection,32673,33RD AVE S AND RAINIER AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-07-22T00:00:00.000Z,7/22/2011 4:23:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,11203006,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280595.566396132 211304.0953724235),2860.0
107381,107382,123421,123421,3332750,Matched,Intersection,287164,30TH AVE NE AND BURKE GILMAN TRL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-05-17T00:00:00.000Z,5/17/2011 9:35:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,11137003,,45,Vehicle - Pedalcyclist,0,525568,N,POINT (1280116.486459643 245793.1419357508),4914.0
107437,107438,121912,121912,3283230,Matched,Intersection,29047,HARVARD AVE E AND E THOMAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-06-03T00:00:00.000Z,6/3/2011 2:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,11154008,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1273255.328564614 230097.9142716825),6479.0
107513,107514,122592,122592,3552836,Matched,Intersection,35767,STONE AVE N AND N 125TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-09-26T00:00:00.000Z,9/26/2011 1:30:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,0,Raining,Wet,Unknown,Y,11269033,,45,Vehicle - Pedalcyclist,5605,0,N,POINT (1269022.708272278 266118.5975725651),3814.0
107553,107554,122874,122874,3383699,Matched,Intersection,28741,DEXTER AVE N AND ROY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-08-26T00:00:00.000Z,8/26/2011 5:21:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,11238010,,45,Vehicle - Pedalcyclist,12712,0,N,POINT (1268326.078767568 231776.213409394),6366.0
107573,107574,121789,121789,3560539,Matched,Block,,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-11-12T00:00:00.000Z,11/12/2011 3:16:00 PM,Mid-Block (but intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,N,Raining,Wet,Daylight,,11316014,,45,Vehicle - Pedalcyclist,12735,0,N,POINT (1270124.915761411 225344.7849228084),10342.0
107578,107579,121925,121925,3283075,Matched,Intersection,28300,EASTLAKE AVE E AND E ROANOKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-09-01T00:00:00.000Z,9/1/2011,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,11244003,,45,Vehicle - Pedalcyclist,24724,0,N,POINT (1272508.910643846 238184.0703119487),3982.0
107601,107602,122466,122466,3559806,Matched,Intersection,29809,12TH AVE AND E JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-02-13T00:00:00.000Z,2/13/2011 10:09:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Dark - Street Lights On,,11044006,,45,Vehicle - Pedalcyclist,10636,0,N,POINT (1274493.248053879 224651.3819140941),2357.0
107668,107669,122603,122603,3565980,Matched,Intersection,28303,EASTLAKE AVE E AND E LOUISA ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-07-22T00:00:00.000Z,7/22/2011 4:33:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11203007,,45,Vehicle - Pedalcyclist,24739,0,N,POINT (1272500.319795832 237760.9773195237),6385.0
